X,Y,Z
11.82756096,115084.4319,61037.49395
26.32060772,1226363.91,1349540.842
19.07195116,469255.5872,468608.0034
25.03671041,1056128.28,961336.7468
17.6330698,371749.4385,408625.5786
19.76713239,521977.592,560139.7664
19.3692071,491337.9681,557194.8213
19.90609924,532972.9501,565966.0348
18.97032623,461862.0471,448264.6746
32.40048015,2283743.893,2251661.423
19.252694,482601.1111,568843.905
15.04851149,232661.3613,198054.783
20.64417314,593986.7864,657495.778
23.16060771,836968.1055,847997.9098
25.36196952,1097652.655,1143185.99
20.20695242,557307.9404,561665.8759
22.09872316,727615.2067,738212.555
17.22428249,346776.7879,337286.3766
19.33681524,488898.4498,585655.3638
22.84768159,803673.5603,774564.7487
24.50747221,990832.3188,1053910.025
26.69964071,1279917.207,1420354.268
27.2111463,1354635.972,1433314.764
15.63009096,260188.7516,114560.5765
22.75937903,794441.6217,768147.5086
14.90143395,226027.122,257922.7452
14.48978223,208143.4765,234931.1387
25.70711896,1142896.165,1111371.152
19.63739704,511851.1699,520870.0909
17.55762567,367052.276,341579.8274
23.43491846,866903.5144,869421.7538
16.61744905,311830.9717,422182.1156
24.16118184,949605.1018,1029144.86
25.2093945,1078040.623,1090728.597
23.144105,835189.5957,714598.4174
19.16682305,476229.2723,436906.9045
23.04380363,824434.4702,868626.7183
20.34331506,568579.3304,487111.5416
24.73881715,1019032.049,1013846.515
17.82440859,383843.5227,411563.715
17.88412704,387671.7672,445436.125
18.02231375,396628.6546,399006.0832
18.67812874,441041.025,439876.7738
9.284532753,57763.30642,-10117.36283
18.13685592,404157.7778,355313.9587
21.57794994,677676.6349,727695.4789
14.29759087,200133.6629,147269.3107
21.52561749,672789.3272,607443.3241
17.25752895,348764.2085,201931.5077
26.19801331,1209369.021,1241048.74
20.94358484,620017.8112,529576.8821
19.71431633,517838.9731,416151.819
21.79272386,697983.7142,840439.6863
21.33941477,655591.688,577331.5547
17.77962877,380989.6859,299861.5108
14.65292719,215111.4565,97050.31433
24.51176025,991350.1975,1044184.214
18.4278902,423719.8091,456994.5553
21.87559781,705927.3511,664594.569
17.48551993,362600.5087,400015.8677
20.56793949,587478.2385,667992.4278
19.23463669,481256.4837,385074.9316
24.97280892,1048095.837,1021946.523
20.66415582,595700.8044,503392.6084
26.19567292,1209046.121,1323646.795
24.70650497,1015061.5,945601.302
17.71493449,376891.9917,359862.4809
14.92872595,227248.3554,364183.6648
20.71298666,599903.2407,603423.1332
23.38606716,861520.7542,826709.7296
18.64407918,438656.661,558540.6413
21.37164957,658547.5271,711256.9599
12.7038678,141624.898,76813.51318
16.58081526,309800.9656,305688.4778
21.55318198,675360.6075,643259.3737
25.08694385,1062471.489,993490.6336
12.8482476,146366.7233,201850.7796
19.78889888,523689.6413,421276.3728
21.05867494,630224.031,653328.1246
9.379230757,59424.24991,102283.1866
18.82529889,451447.1272,482480.5712
22.46558683,764237.9206,796722.4429
22.41042601,758654.2597,761921.9335
20.6461106,594152.8277,569306.7669
27.37732487,1379524.012,1408124.234
17.57130975,367901.2615,363708.9705
17.40026712,357384.1822,236306.7564
15.96649534,277076.5193,265725.4755
23.2078505,842073.523,804051.1499
19.29468024,485737.3516,503756.7641
9.769323065,66626.44002,48439.85699
21.82081362,700669.4232,656109.5195
19.5739176,506944.7799,528868.6054
25.46482847,1111008.013,1027098.87
18.95499026,460753.1556,533126.1083
19.48206183,499901.2621,420838.5344
11.47888211,105554.5082,101981.9052
12.52025735,135748.235,5949.298047
27.07669933,1334721.413,1378279.724
21.76432127,695275.1225,704252.6522
15.34445319,246408.2727,306120.3828
17.73923206,378427.4834,415107.0749
19.66492268,513988.5356,529007.7126
20.9207529,618006.3433,785915.2884
24.8119365,1028055.37,972686.224
16.50906026,305850.67,257521.1333
19.33150217,488499.087,502190.3874
24.6198197,1004460.726,1020814.272
19.87954419,530859.9473,504942.6357
24.22861237,957541.1336,943796.8572
24.10383225,942890.2706,860206.7214
22.67027576,785198.2784,872459.9112
21.32814929,654560.7775,763287.1013
18.32985754,417060.9058,455362.0249
19.23143485,481018.3234,466232.9448
24.55009512,995988.0575,1034032.012
11.53289374,106993.5818,104613.2322
19.66818555,514242.2942,544682.5395
12.96645227,150328.9815,218141.2903
20.66867707,596089.0758,495277.1031
25.38540279,1100685.763,1016808.24
13.69879402,176526.1961,266910.7422
18.20971066,408996.4196,425592.7509
26.10793925,1196983.237,1218150.801
25.49616001,1115097.645,1052292.529
18.46755894,426434.5321,387332.8371
20.51278675,582799.4667,538510.2714
19.39355298,493176.8983,524675.727
26.05886598,1190271.185,1143764.031
14.65323173,215124.6096,335409.7426
21.40109573,661255.4571,539185.6478
20.41306423,574403.336,557934.501
20.37415908,571149.8692,715167.1563
21.00631788,625567.1279,689384.042
28.47553692,1551727.212,1544290.277
19.81014736,525364.5813,499027.7572
23.07703064,827986.9972,760451.3795
27.36327768,1377408.476,1421265.551
19.43182014,496076.6938,633323.1922
14.31587553,200886.5165,181799.3361
17.39410234,357008.9545,295254.3505
21.55867224,675873.5377,690160.7007
19.44856168,497348.924,417974.4976
20.74613553,602767.3796,536590.5625
26.85985719,1303016.448,1299266.175
16.77442066,320631.0615,272350.398
12.6751519,140694.5196,165304.7916
27.22218159,1356279.309,1468850.77
22.14924938,732587.624,669206.0589
24.2244932,957055.0725,924695.5979
20.82132444,609297.8635,734370.4683
